val_n_samples,val_prevalence,val_accuracy,val_precision,val_recall,val_roc_auc,val_pr_auc,val_confusion_matrix,val_dataset,test_n_samples,test_prevalence,test_accuracy,test_precision,test_recall,test_roc_auc,test_pr_auc,test_confusion_matrix,random_seed,post_treatment_features,observation_period_day,model,compute_time
3685,0.18236092265943013,0.18236092265943013,0.18236092265943013,1.0,0.5,0.18236092265943013,"[[   0 3013]
 [   0  672]]",validation,3685,0.18263229308005427,0.18263229308005427,0.18263229308005427,1.0,0.5,0.18263229308005427,"[[   0 3012]
 [   0  673]]",0,True,1,Uniform random classifier,0.013823
3685,0.18236092265943013,0.18236092265943013,0.18236092265943013,1.0,0.5,0.18236092265943013,"[[   0 3013]
 [   0  672]]",validation,3685,0.18263229308005427,0.18263229308005427,0.18263229308005427,1.0,0.5,0.18263229308005427,"[[   0 3012]
 [   0  673]]",1,True,1,Uniform random classifier,0.012884
3685,0.18236092265943013,0.18236092265943013,0.18236092265943013,1.0,0.5,0.18236092265943013,"[[   0 3013]
 [   0  672]]",validation,3685,0.18263229308005427,0.18263229308005427,0.18263229308005427,1.0,0.5,0.18263229308005427,"[[   0 3012]
 [   0  673]]",2,True,1,Uniform random classifier,0.012893
3685,0.18236092265943013,0.18236092265943013,0.18236092265943013,1.0,0.5,0.18236092265943013,"[[   0 3013]
 [   0  672]]",validation,3685,0.18263229308005427,0.18263229308005427,0.18263229308005427,1.0,0.5,0.18263229308005427,"[[   0 3012]
 [   0  673]]",3,True,1,Uniform random classifier,0.014366
3685,0.18236092265943013,0.18236092265943013,0.18236092265943013,1.0,0.5,0.18236092265943013,"[[   0 3013]
 [   0  672]]",validation,3685,0.18263229308005427,0.18263229308005427,0.18263229308005427,1.0,0.5,0.18263229308005427,"[[   0 3012]
 [   0  673]]",4,True,1,Uniform random classifier,0.018341
3685,0.18236092265943013,0.18236092265943013,0.18236092265943013,1.0,0.5,0.18236092265943013,"[[   0 3013]
 [   0  672]]",validation,3685,0.18263229308005427,0.18263229308005427,0.18263229308005427,1.0,0.5,0.18263229308005427,"[[   0 3012]
 [   0  673]]",5,True,1,Uniform random classifier,0.014589
3685,0.18236092265943013,0.18236092265943013,0.18236092265943013,1.0,0.5,0.18236092265943013,"[[   0 3013]
 [   0  672]]",validation,3685,0.18263229308005427,0.18263229308005427,0.18263229308005427,1.0,0.5,0.18263229308005427,"[[   0 3012]
 [   0  673]]",6,True,1,Uniform random classifier,0.011826
3685,0.18236092265943013,0.18236092265943013,0.18236092265943013,1.0,0.5,0.18236092265943013,"[[   0 3013]
 [   0  672]]",validation,3685,0.18263229308005427,0.18263229308005427,0.18263229308005427,1.0,0.5,0.18263229308005427,"[[   0 3012]
 [   0  673]]",7,True,1,Uniform random classifier,0.011597
3685,0.18236092265943013,0.18236092265943013,0.18236092265943013,1.0,0.5,0.18236092265943013,"[[   0 3013]
 [   0  672]]",validation,3685,0.18263229308005427,0.18263229308005427,0.18263229308005427,1.0,0.5,0.18263229308005427,"[[   0 3012]
 [   0  673]]",8,True,1,Uniform random classifier,0.011548
3685,0.18236092265943013,0.18236092265943013,0.18236092265943013,1.0,0.5,0.18236092265943013,"[[   0 3013]
 [   0  672]]",validation,3685,0.18263229308005427,0.18263229308005427,0.18263229308005427,1.0,0.5,0.18263229308005427,"[[   0 3012]
 [   0  673]]",9,True,1,Uniform random classifier,0.010437
